travelCode,userCode,name,place,days,price,total,date,stay_year,stay_month,stay_day,stay_weekday,stay_cost_per_day
925,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-09-16,2021,9,16,Thursday,60.39
928,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-10-07,2021,10,7,Thursday,60.39
932,8,Hotel K,Salvador (BH),2,263.41,526.82,2021-11-04,2021,11,4,Thursday,263.41
935,8,Hotel BD,Natal (RN),3,242.88,728.64,2021-11-25,2021,11,25,Thursday,242.88
938,8,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-12-16,2021,12,16,Thursday,139.1
942,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-01-13,2022,1,13,Thursday,60.39
944,8,Hotel AU,Recife (PE),3,312.83,938.49,2022-01-27,2022,1,27,Thursday,312.83
945,8,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-03,2022,2,3,Thursday,242.88
948,8,Hotel BD,Natal (RN),4,242.88,971.52,2022-02-24,2022,2,24,Thursday,242.88
950,8,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-03-10,2022,3,10,Thursday,139.1
957,8,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-04-28,2022,4,28,Thursday,208.04
958,8,Hotel BD,Natal (RN),2,242.88,485.76,2022-05-05,2022,5,5,Thursday,242.88
962,8,Hotel AU,Recife (PE),2,312.83,625.66,2022-06-02,2022,6,2,Thursday,312.83
966,8,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-06-30,2022,6,30,Thursday,208.04
967,8,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-07-07,2022,7,7,Thursday,165.99
969,8,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-07-21,2022,7,21,Thursday,60.39
970,8,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-07-28,2022,7,28,Thursday,139.1
972,8,Hotel AU,Recife (PE),3,312.83,938.49,2022-08-11,2022,8,11,Thursday,312.83
974,8,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-08-25,2022,8,25,Thursday,313.02
977,8,Hotel AU,Recife (PE),4,312.83,1251.32,2022-09-15,2022,9,15,Thursday,312.83
984,8,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-11-03,2022,11,3,Thursday,208.04
987,8,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-11-24,2022,11,24,Thursday,208.04
988,8,Hotel K,Salvador (BH),4,263.41,1053.64,2022-12-01,2022,12,1,Thursday,263.41
997,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-09-26,2019,9,26,Thursday,139.1
998,9,Hotel BD,Natal (RN),2,242.88,485.76,2019-10-03,2019,10,3,Thursday,242.88
999,9,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-10,2019,10,10,Thursday,313.02
1006,9,Hotel AU,Recife (PE),2,312.83,625.66,2019-11-28,2019,11,28,Thursday,312.83
1007,9,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-12-05,2019,12,5,Thursday,208.04
1012,9,Hotel AU,Recife (PE),4,312.83,1251.32,2020-01-09,2020,1,9,Thursday,312.83
1014,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-23,2020,1,23,Thursday,60.39
1016,9,Hotel K,Salvador (BH),4,263.41,1053.64,2020-02-06,2020,2,6,Thursday,263.41
1018,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-02-20,2020,2,20,Thursday,60.39
1025,9,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-09,2020,4,9,Thursday,263.41
1034,9,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-06-11,2020,6,11,Thursday,313.02
1035,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-18,2020,6,18,Thursday,60.39
1038,9,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-07-09,2020,7,9,Thursday,247.62
1041,9,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-07-30,2020,7,30,Thursday,208.04
1048,9,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-09-17,2020,9,17,Thursday,313.02
1051,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-10-08,2020,10,8,Thursday,139.1
1052,9,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-10-15,2020,10,15,Thursday,247.62
1053,9,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-10-22,2020,10,22,Thursday,139.1
1055,9,Hotel K,Salvador (BH),3,263.41,790.23,2020-11-05,2020,11,5,Thursday,263.41
1065,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-01-14,2021,1,14,Thursday,165.99
1067,9,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-28,2021,1,28,Thursday,263.41
1077,9,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-04-08,2021,4,8,Thursday,60.39
1078,9,Hotel K,Salvador (BH),3,263.41,790.23,2021-04-15,2021,4,15,Thursday,263.41
1084,9,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-05-27,2021,5,27,Thursday,165.99
1090,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-07-08,2021,7,8,Thursday,165.99
1091,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-07-15,2021,7,15,Thursday,60.39
1093,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-07-29,2021,7,29,Thursday,60.39
1095,9,Hotel K,Salvador (BH),1,263.41,263.41,2021-08-12,2021,8,12,Thursday,263.41
1096,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-08-19,2021,8,19,Thursday,60.39
1101,9,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-23,2021,9,23,Thursday,247.62
1103,9,Hotel AU,Recife (PE),4,312.83,1251.32,2021-10-07,2021,10,7,Thursday,312.83
1106,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-10-28,2021,10,28,Thursday,60.39
1113,10,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-03,2019,10,3,Thursday,242.88
1119,10,Hotel K,Salvador (BH),3,263.41,790.23,2019-11-14,2019,11,14,Thursday,263.41
1125,10,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-12-26,2019,12,26,Thursday,247.62
1133,10,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-20,2020,2,20,Thursday,247.62
1136,10,Hotel K,Salvador (BH),2,263.41,526.82,2020-03-12,2020,3,12,Thursday,263.41
1139,10,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-04-02,2020,4,2,Thursday,60.39
1144,10,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-05-07,2020,5,7,Thursday,60.39
1150,10,Hotel K,Salvador (BH),1,263.41,263.41,2020-06-18,2020,6,18,Thursday,263.41
1151,10,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-06-25,2020,6,25,Thursday,165.99
1157,10,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-08-06,2020,8,6,Thursday,247.62
1160,10,Hotel K,Salvador (BH),3,263.41,790.23,2020-08-27,2020,8,27,Thursday,263.41
1162,10,Hotel BD,Natal (RN),1,242.88,242.88,2020-09-10,2020,9,10,Thursday,242.88
1164,10,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-09-24,2020,9,24,Thursday,60.39
1166,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-10-08,2020,10,8,Thursday,313.02
1167,10,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-10-15,2020,10,15,Thursday,165.99
1173,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-11-26,2020,11,26,Thursday,313.02
1174,10,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-12-03,2020,12,3,Thursday,247.62
1177,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-10-03,2019,10,3,Thursday,60.39
1180,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-10-24,2019,10,24,Thursday,313.02
1183,11,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-11-14,2019,11,14,Thursday,247.62
1184,11,Hotel K,Salvador (BH),4,263.41,1053.64,2019-11-21,2019,11,21,Thursday,263.41
1188,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-12-19,2019,12,19,Thursday,139.1
1190,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-02,2020,1,2,Thursday,139.1
1192,11,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-16,2020,1,16,Thursday,263.41
1193,11,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-01-23,2020,1,23,Thursday,165.99
1198,11,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-02-27,2020,2,27,Thursday,313.02
1201,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-03-19,2020,3,19,Thursday,313.02
1202,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-03-26,2020,3,26,Thursday,60.39
1204,11,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-04-09,2020,4,9,Thursday,247.62
1209,11,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-05-14,2020,5,14,Thursday,139.1
1213,11,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-06-11,2020,6,11,Thursday,247.62
1220,11,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-07-30,2020,7,30,Thursday,165.99
1222,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-08-13,2020,8,13,Thursday,313.02
1226,11,Hotel BD,Natal (RN),3,242.88,728.64,2020-09-10,2020,9,10,Thursday,242.88
1227,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-09-17,2020,9,17,Thursday,165.99
1238,11,Hotel BD,Natal (RN),4,242.88,971.52,2020-12-03,2020,12,3,Thursday,242.88
1250,11,Hotel BD,Natal (RN),1,242.88,242.88,2021-02-25,2021,2,25,Thursday,242.88
1252,11,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-03-11,2021,3,11,Thursday,208.04
1255,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-04-01,2021,4,1,Thursday,139.1
1257,11,Hotel BD,Natal (RN),3,242.88,728.64,2021-04-15,2021,4,15,Thursday,242.88
1262,11,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-05-20,2021,5,20,Thursday,139.1
1263,11,Hotel K,Salvador (BH),4,263.41,1053.64,2021-05-27,2021,5,27,Thursday,263.41
1268,11,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-07-01,2021,7,1,Thursday,313.02
1270,11,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-07-15,2021,7,15,Thursday,165.99
1271,11,Hotel AU,Recife (PE),3,312.83,938.49,2021-07-22,2021,7,22,Thursday,312.83
1274,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-08-12,2021,8,12,Thursday,313.02
1276,11,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-08-26,2021,8,26,Thursday,313.02
1278,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-09-09,2021,9,9,Thursday,208.04
1280,11,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-23,2021,9,23,Thursday,247.62
1281,11,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-09-30,2021,9,30,Thursday,165.99
1282,11,Hotel BD,Natal (RN),4,242.88,971.52,2021-10-07,2021,10,7,Thursday,242.88
1283,11,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-10-14,2021,10,14,Thursday,139.1
1289,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-11-25,2021,11,25,Thursday,139.1
1290,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-12-02,2021,12,2,Thursday,208.04
1292,11,Hotel K,Salvador (BH),2,263.41,526.82,2021-12-16,2021,12,16,Thursday,263.41
1294,11,Hotel K,Salvador (BH),4,263.41,1053.64,2021-12-30,2021,12,30,Thursday,263.41
1299,11,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-03,2022,2,3,Thursday,242.88
1301,11,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-02-17,2022,2,17,Thursday,165.99
1303,11,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-03-03,2022,3,3,Thursday,247.62
1316,11,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-06-02,2022,6,2,Thursday,247.62
1319,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-06-23,2022,6,23,Thursday,208.04
1322,11,Hotel BD,Natal (RN),2,242.88,485.76,2022-07-14,2022,7,14,Thursday,242.88
1325,11,Hotel K,Salvador (BH),3,263.41,790.23,2022-08-04,2022,8,4,Thursday,263.41
1327,11,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-08-18,2022,8,18,Thursday,313.02
1328,11,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-08-25,2022,8,25,Thursday,60.39
1334,11,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-10-06,2022,10,6,Thursday,208.04
1349,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2023-01-19,2023,1,19,Thursday,139.1
1350,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2023-01-26,2023,1,26,Thursday,208.04
1357,11,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-03-16,2023,3,16,Thursday,60.39
1362,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-04-20,2023,4,20,Thursday,165.99
1365,11,Hotel BD,Natal (RN),1,242.88,242.88,2023-05-11,2023,5,11,Thursday,242.88
1368,12,Hotel BD,Natal (RN),1,242.88,242.88,2019-09-26,2019,9,26,Thursday,242.88
1369,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-10-03,2019,10,3,Thursday,165.99
1371,12,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-17,2019,10,17,Thursday,208.04
1378,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-12-05,2019,12,5,Thursday,165.99
1380,12,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-12-19,2019,12,19,Thursday,165.99
1383,12,Hotel BD,Natal (RN),4,242.88,971.52,2020-01-09,2020,1,9,Thursday,242.88
1388,12,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-13,2020,2,13,Thursday,312.83
1389,12,Hotel AU,Recife (PE),2,312.83,625.66,2020-02-20,2020,2,20,Thursday,312.83
1391,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-05,2020,3,5,Thursday,165.99
1396,12,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-04-09,2020,4,9,Thursday,247.62
1397,12,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-16,2020,4,16,Thursday,263.41
1398,12,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-04-23,2020,4,23,Thursday,60.39
1400,12,Hotel K,Salvador (BH),1,263.41,263.41,2020-05-07,2020,5,7,Thursday,263.41
1404,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-06-04,2020,6,4,Thursday,165.99
1405,12,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-06-11,2020,6,11,Thursday,139.1
1407,12,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-06-25,2020,6,25,Thursday,313.02
1408,12,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-02,2020,7,2,Thursday,139.1
1412,12,Hotel BD,Natal (RN),4,242.88,971.52,2020-07-30,2020,7,30,Thursday,242.88
1414,12,Hotel AU,Recife (PE),1,312.83,312.83,2020-08-13,2020,8,13,Thursday,312.83
1415,12,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-08-20,2020,8,20,Thursday,313.02
1417,12,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-09-03,2020,9,3,Thursday,208.04
1420,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-24,2020,9,24,Thursday,165.99
1425,12,Hotel AU,Recife (PE),1,312.83,312.83,2020-10-29,2020,10,29,Thursday,312.83
1429,12,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-11-26,2020,11,26,Thursday,208.04
1431,12,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-12-10,2020,12,10,Thursday,139.1
1435,12,Hotel BD,Natal (RN),4,242.88,971.52,2021-01-07,2021,1,7,Thursday,242.88
1440,13,Hotel AU,Recife (PE),4,312.83,1251.32,2019-10-10,2019,10,10,Thursday,312.83
1441,13,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-17,2019,10,17,Thursday,263.41
1442,13,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-10-24,2019,10,24,Thursday,208.04
1443,13,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-31,2019,10,31,Thursday,247.62
1444,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-11-07,2019,11,7,Thursday,165.99
1445,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-11-14,2019,11,14,Thursday,165.99
1447,13,Hotel AU,Recife (PE),2,312.83,625.66,2019-11-28,2019,11,28,Thursday,312.83
1453,13,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-09,2020,1,9,Thursday,313.02
1454,13,Hotel K,Salvador (BH),4,263.41,1053.64,2020-01-16,2020,1,16,Thursday,263.41
1456,13,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-30,2020,1,30,Thursday,263.41
1463,13,Hotel K,Salvador (BH),3,263.41,790.23,2020-03-19,2020,3,19,Thursday,263.41
1466,13,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-09,2020,4,9,Thursday,139.1
1470,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-05-07,2020,5,7,Thursday,60.39
1476,13,Hotel K,Salvador (BH),4,263.41,1053.64,2020-06-18,2020,6,18,Thursday,263.41
1479,13,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-09,2020,7,9,Thursday,312.83
1482,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-07-30,2020,7,30,Thursday,60.39
1483,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-08-06,2020,8,6,Thursday,165.99
1495,13,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-29,2020,10,29,Thursday,242.88
1496,13,Hotel K,Salvador (BH),3,263.41,790.23,2020-11-05,2020,11,5,Thursday,263.41
1499,13,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-11-26,2020,11,26,Thursday,313.02
1503,13,Hotel BD,Natal (RN),4,242.88,971.52,2020-12-24,2020,12,24,Thursday,242.88
1505,13,Hotel AU,Recife (PE),2,312.83,625.66,2021-01-07,2021,1,7,Thursday,312.83
1507,13,Hotel AU,Recife (PE),1,312.83,312.83,2021-01-21,2021,1,21,Thursday,312.83
1508,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-01-28,2021,1,28,Thursday,60.39
1518,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-04-08,2021,4,8,Thursday,165.99
1524,13,Hotel AU,Recife (PE),4,312.83,1251.32,2021-05-20,2021,5,20,Thursday,312.83
1525,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-05-27,2021,5,27,Thursday,165.99
1526,13,Hotel K,Salvador (BH),3,263.41,790.23,2021-06-03,2021,6,3,Thursday,263.41
1528,13,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-06-17,2021,6,17,Thursday,165.99
1534,13,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-07-29,2021,7,29,Thursday,208.04
1535,13,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-08-05,2021,8,5,Thursday,208.04
1536,13,Hotel K,Salvador (BH),1,263.41,263.41,2021-08-12,2021,8,12,Thursday,263.41
1538,13,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-08-26,2021,8,26,Thursday,139.1
1539,13,Hotel K,Salvador (BH),4,263.41,1053.64,2021-09-02,2021,9,2,Thursday,263.41
1540,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-09-09,2021,9,9,Thursday,60.39
1546,13,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-10-21,2021,10,21,Thursday,208.04
1548,13,Hotel K,Salvador (BH),1,263.41,263.41,2021-11-04,2021,11,4,Thursday,263.41
1554,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-12-16,2021,12,16,Thursday,60.39
1556,13,Hotel K,Salvador (BH),4,263.41,1053.64,2021-12-30,2021,12,30,Thursday,263.41
1557,13,Hotel BD,Natal (RN),4,242.88,971.52,2022-01-06,2022,1,6,Thursday,242.88
1566,13,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-03-10,2022,3,10,Thursday,208.04
1575,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-05-12,2022,5,12,Thursday,60.39
1576,13,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-05-19,2022,5,19,Thursday,247.62
1587,13,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-08-04,2022,8,4,Thursday,60.39
1592,13,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-09-08,2022,9,8,Thursday,208.04
1602,13,Hotel BD,Natal (RN),3,242.88,728.64,2022-11-17,2022,11,17,Thursday,242.88
1604,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-12-01,2022,12,1,Thursday,60.39
1607,13,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-12-22,2022,12,22,Thursday,247.62
1610,13,Hotel BD,Natal (RN),3,242.88,728.64,2023-01-12,2023,1,12,Thursday,242.88
1612,13,Hotel Z,Aracaju (SE),3,208.04,624.12,2023-01-26,2023,1,26,Thursday,208.04
1618,14,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-03,2019,10,3,Thursday,263.41
1621,14,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-10-24,2019,10,24,Thursday,165.99
1622,14,Hotel BD,Natal (RN),3,242.88,728.64,2019-10-31,2019,10,31,Thursday,242.88
1625,14,Hotel K,Salvador (BH),1,263.41,263.41,2019-11-21,2019,11,21,Thursday,263.41
1636,14,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-06,2020,2,6,Thursday,313.02
1640,14,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-05,2020,3,5,Thursday,263.41
1642,14,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-03-19,2020,3,19,Thursday,60.39
1651,14,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-21,2020,5,21,Thursday,165.99
1652,14,Hotel K,Salvador (BH),3,263.41,790.23,2020-05-28,2020,5,28,Thursday,263.41
1663,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-11-07,2019,11,7,Thursday,60.39
1666,15,Hotel AU,Recife (PE),1,312.83,312.83,2019-11-28,2019,11,28,Thursday,312.83
1670,15,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-12-26,2019,12,26,Thursday,313.02
1673,15,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-01-16,2020,1,16,Thursday,247.62
1676,15,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-02-06,2020,2,6,Thursday,208.04
1679,15,Hotel BD,Natal (RN),3,242.88,728.64,2020-02-27,2020,2,27,Thursday,242.88
1680,15,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-03-05,2020,3,5,Thursday,60.39
1685,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-04-09,2020,4,9,Thursday,60.39
1686,15,Hotel AU,Recife (PE),4,312.83,1251.32,2020-04-16,2020,4,16,Thursday,312.83
1689,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-05-07,2020,5,7,Thursday,139.1
1690,15,Hotel AU,Recife (PE),3,312.83,938.49,2020-05-14,2020,5,14,Thursday,312.83
1696,15,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-06-25,2020,6,25,Thursday,208.04
1699,15,Hotel K,Salvador (BH),1,263.41,263.41,2020-07-16,2020,7,16,Thursday,263.41
1705,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-08-27,2020,8,27,Thursday,165.99
1712,15,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-10-15,2020,10,15,Thursday,165.99
1713,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-10-22,2020,10,22,Thursday,60.39
1719,15,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-03,2020,12,3,Thursday,263.41
1722,15,Hotel AU,Recife (PE),3,312.83,938.49,2020-12-24,2020,12,24,Thursday,312.83
1733,15,Hotel K,Salvador (BH),4,263.41,1053.64,2021-03-11,2021,3,11,Thursday,263.41
1735,15,Hotel AU,Recife (PE),2,312.83,625.66,2021-03-25,2021,3,25,Thursday,312.83
1737,15,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-04-08,2021,4,8,Thursday,208.04
1739,15,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-04-22,2021,4,22,Thursday,208.04
1740,15,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-04-29,2021,4,29,Thursday,313.02
1744,15,Hotel AU,Recife (PE),2,312.83,625.66,2021-05-27,2021,5,27,Thursday,312.83
1745,15,Hotel K,Salvador (BH),4,263.41,1053.64,2021-06-03,2021,6,3,Thursday,263.41
1747,15,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-06-17,2021,6,17,Thursday,208.04
1748,15,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-06-24,2021,6,24,Thursday,60.39
1751,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-07-15,2021,7,15,Thursday,60.39
1752,15,Hotel BD,Natal (RN),2,242.88,485.76,2021-07-22,2021,7,22,Thursday,242.88
1755,15,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-08-12,2021,8,12,Thursday,165.99
1756,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-08-19,2021,8,19,Thursday,60.39
1757,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-08-26,2021,8,26,Thursday,139.1
1761,15,Hotel BD,Natal (RN),3,242.88,728.64,2021-09-23,2021,9,23,Thursday,242.88
1765,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-10-21,2021,10,21,Thursday,60.39
1770,15,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-11-25,2021,11,25,Thursday,247.62
1774,15,Hotel K,Salvador (BH),2,263.41,526.82,2021-12-23,2021,12,23,Thursday,263.41
1777,15,Hotel BD,Natal (RN),1,242.88,242.88,2022-01-13,2022,1,13,Thursday,242.88
1778,15,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-01-20,2022,1,20,Thursday,139.1
1779,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-01-27,2022,1,27,Thursday,60.39
1784,15,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-03-03,2022,3,3,Thursday,313.02
1785,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-03-10,2022,3,10,Thursday,139.1
1787,15,Hotel K,Salvador (BH),2,263.41,526.82,2022-03-24,2022,3,24,Thursday,263.41
1789,15,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-04-07,2022,4,7,Thursday,60.39
1792,15,Hotel K,Salvador (BH),3,263.41,790.23,2022-04-28,2022,4,28,Thursday,263.41
1794,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-05-12,2022,5,12,Thursday,165.99
1797,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-06-02,2022,6,2,Thursday,165.99
